,Unnamed: 0,reviews,polarity,tag
13,13,worst airline ’ ever flown could check flight open 2 hours flight 2 days asked husband could fly flight also flying club europe later flight could see online room plane agent said ’ change flight ticket counter never heard could done online calling british airways already tried online asked telephone number call british airways agent number call looked called several numbers online got office closed saturdays asked ticket agent explained going mother ’ memorial would nice could get flight still refused help stayed flight leaving 4 hours later got cancelled spend night florence routed flight london via edinburgh lost suitcase ’ make stuff flight ba 525 got several emails messages advising delayed decided go gate original flight time guess boarding time ’ imagine number people might missed ’ awful awful airline never fly possibly avoid,-0.1078125,Negative
14,14,surprised able give favourable review flight european business class typically 3x3 seating middle seat group three left empty leg room never generous ba bottom generous barrel respect however occasion least flight one hour issue cabin crew great professional efficient cabin clean aircraft seemed pretty date surprised find business class served afternoon tea complete champagne much nicer poor prosecco lounge three small sandwiches chocolate cake choice plain fruit scone strawberry jam clotted cream side wanted tasted great didnt try chocolate cake enough time eat landing crew worked hard complete service time well done,0.07700216450216452,Positive
15,15,flew british airways ba 434 london heathrow amsterdam able check ba first class check area terminal 5 fast efficient lounge quite busy however able find space food snacks drinks available excellent overall service also like ba first class check area security clearance fast boarding little chaotic however boarded time take runway close departing gate therefore delays flight quite good cabin crew meal service,0.3009615384615385,Positive
16,16,ba cancelled flight tokyo lhr booked next day flight another flight day went desk flight full ba charge offers another flight hong kong would 26h flight time declined asked stay next day flight dismay cancelled next day flight without telling think annoyed ’ accept offer spent sometime looking fact one annoyed cancelling flight ended flying another airline downgrading poor service appalling behaviour expect better ba,-0.06363636363636366,Negative
17,17,strongly advise everyone never fly british airways know never business class seats booked early morning flight heathrow sf flight cancelled evening flight luckily checked email went bed found canceled called ba waiting 30 minutes someone answer call person finally said going move us united air flight leaving hour later heathrow sf next day told us flight number said booked us business class seats took long time get worked got hours sleep night looked like resolved however got heathrow early next morning found ba person complete booking needed united could give us seats said needed call ba get complete change despite numerous attempt could get anyone answer phone ba went 2 hours finally grace god hours stress trying figure found united ticket agent airport personally called ba us got fix problem heathrow 7 ended leaving sf late afternoon totally exhausted united air ticket agent saved us allows us get home also said problems common ba,-0.01491228070175439,Negative
18,18,partner ba2166 return flight tampa gatwick excited paid upgrade business class partner flies bc ba lot work second time decided end holiday help us get quality sleep unfortunately also business class two families children 5 long flight listening toddler crying screaming seven eight hours childrens fault however think cabin crew could maybe internvene helped little also ba informed us paid alot money quite frankly could saved money economy ticket least would grand better checking ground staff treating us inconvenience rethink ba moving forward,0.015277777777777772,Positive
19,19,premium economy return flight los angeles london outbound flight cancelled 12 hours notice instead take economy flight via dublin london thats annoying happens really difficult understand bas response since raised claim return flight completed instructed nearly 5 months response one early march title weve forgotten case really sorry youre still waiting response us know long time since contacted us isnt service expect rest assured weve forgotten case customer relations team working extremely hard respond soon possible thank continued patience check status case please accept sincere apologies look forward speaking soon called month ago enquire told id hearing within week extremely poor customer service addition inconvenience stress latecancelled flight delays change class flight british airways really seems decline many friends longtime customers like us flights cancelled delayed little commitment make right member flying club 20 years treat loyal customers ba,-0.044382440476190485,Negative
20,20,like review flight british airways hannover london heathrow firstly website easy use however object policy put place regards pay preferred seating checkingin online easy process presented fee select seat boarding gate hannover staff superb insisted people larger bags turned bags checkin included staff fair polite imposed policy evenly firm polite manner flight took reasonably ontime cabin crew good coped really well entirely full flight usual small bottle water tiny snack size uk 50p coin issued passengers flight captain vocal nicest possible way oozed sense professionalism well spoken clear informative announcements disembarkation orderly however cabin crew nowhere seen leaving aircraft given short flight given full nature flight cabin crew deserve applause professionalism experience turned around less positive experience airline months ago well done ground staff cabin crew making pleasant civilized journey,0.22654808959156786,Positive
21,21,flown british airways times last trip far worst experience werent able check online system wouldnt accept passport info wait check upon arrival airport arrived two hours scheduled departure line backed 4 stations staffed room least 6 attendants help expedite check talked people line unable check online took desk attendants hour check people ahead us told agent tried check online wouldnt accept passports replied need verify passport personally asked wouldnt verify way anyway also let know attempted move closer front plane could see seats available couldnt secure couldnt finish check went tell us full flight wouldnt able choose seats reached gate ask agents moving another section confirmed availability flight service expected based previous flights saw flight attendants food service twice pickup trash every time went lavatory least 68 attendants standing around chatting instead taking care passengers attendants seemed uninterested inexperienced even snapping confused passenger regarding seat belt flight attendants disappointing say least available air control vents us option air flow whole plane upon landing went baggage carousel claim bags hour later still bags finally message came loudspeakers elevator plane broken eta bags still unknown 30 minutes later bags started slowly appear belt overall worst ba flight weve experienced,-0.04892473118279569,Negative
22,22,sat plane vienna airport three hours didnt take arriving london sent connecting flight told plane already closed go back terminal flown johannesburg virgin arrived luggage taken received five days later waiting compensation nine months never british airways,-0.025,Negative
23,23,almost 11pm supposed take 1920 still sitting plane airport worst part technical issue kept us grounded fact offered half glass water entire time board hungry dehydrated helped situation,-0.2916666666666667,Negative
24,24,booked long haul flight singapore british airways thought could rely provide good reliable service unfortunately wasnt case hence review knowing would able fall asleep watching movies tv shows flight entertainment system something looking forward overnight flight however console didnt work instead loud screaming toddler seat behind kept kicking seat babies front two hours already hell journey told buy wifi pass get fully reimbursed followed several times throughout flight cabin crew assured take note seat number someone customer service contact reimbursement wasnt case waiting several days contacted instead 2199 reimbursement use towards nice meal holiday theyve given 5000 avios never want fly give service points told cabin crew would refunded reason even bought wifi pass even good enough watch anything connection quality poor waste flight £22 14 hrs life never get back forever remember remember ba brand longer cabin crew seemed overworked overwhelmed even pressed attention buzzer one came avoid booking ba go ahead,0.11562500000000002,Positive
25,25,premium price subpar product flew ba 031032 lhr hkg return may originally booked aircraft allocated club suites paid seat selection couple months prior trip aircraft changed 232 layout yinyang seat configuration allocated 2 3 middle seats paid select window aisle hard product poor seat space lacks form storage remains accessible seat flat position nowhere put specs book phone additionally window seat passenger climb feet another passenger use toilet etc really poor layout planes legs journey tired shabby crew outward journey enthusiastic helpful return crew seemed less adept managing service outbound catering acceptable presentation tiny plates compare favourably competitors catering inbound poor welcome ‘ champagne ’ truly awful poor product premium price sad say pair selffunding passengers ’ choose repeat experience lounge heathrow outbound sector packed rafters poor experience disappointing,-0.10793650793650793,Negative
26,26,really terrible user experience british airways website full glitches cant even choose seat due cookie problems never problem airlines,-0.19375,Negative
27,27,impressed ba check online little convoluted everything great flew standard economy paid choose seats seems standard airlines keep initial prices worth could sit together meals excellent drinks great simple water biscuit short internal leg still included 1 drink 1 main meal 1 snack 7 hour leg better last trip emirates gave double drinks drink service 2 cokes 2 beers partner well pleased staff friendly bags transfered arrived good condition entertainment route good definitely choose ba airlines,0.31686507936507935,Positive
28,28,lhr sfo las lgw august 2023 club world shame british airways experience split mixture fantastic ground cabin crew dated products dreadful service flight san francisco a380 interior showing age two 3 seats issues 1 would recline dividing screen next seat would stay temperamental recline ife would respond controls crew board great dated aging product top dollar charged upgraded years ago shame great aircraft coming back las vegas lgw tired 777 informed check issue seats prebooked paid would need moved seats moved fine worked original seats people appeared fine flight late landing departing due weather conditions vegas aircraft turned round super quick time impressive ba really let flight experience 3 12 months got acknowledgement avios credit issues flight sfo still waiting 9 months later avios points used pay seat selection refunded las vegas london gatwick leg flight despite numerous attempts contact havent got back us avios account page ba wont load recent transactions list flights weve taken last 12 months wont travelling ba long long time dated poorly maintained board products appalling customer service,0.09642857142857146,Positive
29,29,flew malaga via lhr boston 4th may 2024 arrival boston discovered luggage still london filed report 4 days later sign luggage baggage customer service joke interested clients giving good service updates useless know luggage sitting boston since 5th air tag inside airline seem intention getting luggage robots fb messenger twitter useless opened complaint checked update complaint case closed despite never contacted human airline joke ever get luggage back doubt ever fly worse air canada book saying something,-0.029166666666666664,Negative
30,30,milan miami return via london worst business class ever layout a380 ba crazy width seats outrageous aisle seats shame ba length ok jump legs another passenger heshe sleeping mode unbelievable system dividers reach seats crew absurd awful never layout meal average lhr mia return quite good unfortunately ba flew march qatar airways business class comparable highlight difference ba row 8 seats qr 4 seats ’ top service quite strange mainly due dividers boarding procedures look well organized beginning boarding become quite messy,-0.2625,Negative
31,31,ba created new lowcost subsidiary ba euroflyer flights london gatwick passenger point view meant mean difference service ba mainline shorthaul heathrow however definitely inferior firstly seats ba promised keep old much comfortable pinnacle seats row 12 refurbishment planes slimline seats however ba euroflyer seems whole plane installed planes despite snagging seat row 10 ended still horrible back breaking seats lumbar support headrests one positive new seats meant atseat power charge devices didnt either onboard service meant include complimentary food drink namely sweet savoury snack small bottle harrogate spa water got horrible nairns raisin oat biscuits without asking wed like choice water return flight explicitly announced wed offered glass water free offered service snack sole choice pack mcvities milk chocolate digestive hardly premium downgrade alternative upmarket offerings weve received flying heathrow way back nonrefurbished plane pinnacle seats welcome however clearly plane maintained one toilet water flowing tap irritating soap wash hands going toilet went rinse hand toilet luckily wasnt busy tap working sink wasnt draining almost overflowed lastly cabin crew ba euroflyer unpolished look miserable extremely demotivated lot young talking late teens clearly inexperienced likely stay long conditions offered ba really needs rethink product offering shorthaul ultimately people choose fly variety reasons invariably reason like us dont fly lowcost rivals want peace mind less stress comfortable replicating likes ryanair easyjet wizz air alienating customer choose ba avoid kind experience offer award ticket looking cash tickets theyre even cheap offer better timings rivals despite beancounting,0.04972222222222223,Positive
32,32,flew british airways heathrow hannover although checkin process relatively quick noticeable lack staff—another apparent costcutting measure ba upon arriving hannover found luggage hadnt made airport staff assist file report online following day received call saying luggage would arrive later flight didnt help since german shops closed sundays leaving without essential items result confined hotel unable attend planned events didnt suitable clothing luggage eventually reached hannover airport got call ba informing couldnt deliver another day two advised take taxi pick said could claim back cost submitted claim ba refused cover taxi expenses also declined offer compensation inconvenience caused delayed baggage even though disrupted full day trip service return flight frankfurt also par ground crew frankfurt airport slow rude check bas customer service declined significantly resembling level budget airlines like easyjet ryanair—but premium price given recent experience avoid flying ba whenever possible,0.026960784313725488,Positive
33,33,manchester copenhagen via london 30th april 2024 aircrafts a319 a320 respectively decent condition arrived africa transit change terminal t3 cumbersome tedious checkin quick easy professional got desired seats due silver status ba t3 go one worst security checks ever encountered fragmenting almost every item carryons escape lounge t3 quite decent particular beer choices prosecco sparkling wine food poor neither savoury snacks meaty food good tarmac view first flight delayed forcing catch 2nd lhr within ½ hour however informed clearly gate upon arriving lhr assisting next gate airline managed transfer luggage extremely narrow timeslot onboard minibottle water bagged crumbs given fairly useless superfluous ife wifi annoying charity beggings fas flights intrusive annoying disrespectful degrades airline offerings onboard like discount carriers except pricier arrived final destination time luggage,-0.09541666666666668,Negative
34,34,never seen disrespect customer 3rd time 2 months unable checkin website working properly lost 2 hours phone customer service team airport asked check hand luggage space cabin could recline seat staff rude unhelpful wifi also working made multiple complaints one ever even contacted never using,-0.16,Negative
35,35,paid 14 hour long flight ticket includes use inflight entertainment system ended seat inflight entertainment system malfunctioning could used flight attendants sought perform service recovery customer relations team contacted said team slightly week later offer evoucher used purchasing additional flight tickets ba explained intentions travelling within next two years use evoucher sought alternative form compensation instead something could really useful instead customer relations simply brushed request unable offer alternate gesture goodwill compensation british airways matter goodwill pay ticket dont get paid full compensation one requires spend even money airline disappoint ultimately selfserving inconsiderate undiscerning insincere compensation isnt even anything feel guilty remorseful compensation gesture goodwill something dont deserve view,-0.04722222222222222,Negative
36,36,inconsiderate pa announcements made purser appearingly decided exchange career ba comedy club acting although right setting first prelanding pa “ colleague long week british airways dimming lights ’ want see faces afraid dark look passenger next ” although clearly purser ’ intent sounded like mocking careless people aero darkness phobias may panic attack joke inconsiderate damages ba ’ brand safe accessible trusted airline second pa landing “ ’ like make complaint go call easyjet ” felt genuinely insulted “ joke ” ba charged abusive fee end literally beg rude dismissive ground staff madrid check roller bag gate recently surgery needed hold onto walk instant noodles purchased onboard barely edible cabin crew except one disappeared galley loudly chatting laughing looked nuisance even wanted pass visit lavatory chief purser effectively announces anyone unhappy go fly someone else wake ba already worse easyjet ryanair terms value money note ones found purser ’ jokes funny cabin crew made vulgar laughs passengers remained dead silent understand airlines scaling back services cut costs never understand allow staff openly mock insult passengers ba silver member loyal ba customer years disgrace,0.007872503840245784,Positive
37,37,absolutely terrible lost luggage flights delivered 3 days later smashed pieces lete departure caused miss connecting flight yielding 7 hour delay aircraft oversubscribed dirty unpleasant persistent odour food genuinely horrible im ex forces ill eat almost anything usually,-0.5714285714285714,Negative
38,38,booked premium economy round trip phoenix zurich via aa codeshare operated british airway way return flight back phoenix february 25th first leg ba flight 0773 zurich london heathrow delayed departure cause us missed ba 0289 connection flight heathrow phoenix first problem dash terminal 5 security check point 1200 pm airplane still gate depart 225 pm schedule almost 30 min point however terminal 5 security stopped us told pass thru security due airline requirement later realized flight 0289 leave 330 pm directed customer service rebook flight got ba customer service transfer counter one agent available least 12 passengers waiting lines told ba short staffs due british holiday end february soccer championship match sunday took us least hour half rebook flight next day also seems much option want back phoenix different flight day agent rebooked flight told us printer broken need go zone 2 terminal 5 get ticket hotel voucher printed found zone 2 ticket voucher hand assure agent luggage next day flight us well also told shuttle bus around corner take us hotel however map detail direction provided took us find shuttle back side terminal 5 time arrived hotel tired next day arrived airport hours ahead scheduled departed time 225 pm noticed checked two bags spot based iphone ’ find feature apple air tag checked bags checked gate agent confirmed one checked bag associated flight luckily flight delayed two hours bag made flight flight team young flight attendants generally pleasant missed service meal order special meal popular chicken dish available came row told chicken dish ok told give minutes bring different chicken dish however totally forgot came back collect trash mentioned forgot chicken dish surprised acting like lying overall think premium economy flight ba worst experience recent memory british flagship carrier seem dont care emailed sent experience customer service responded standard corporate reply one email templates,-0.0172360248447205,Negative
39,39,chose rotterdam london city airport convenience small hotel docklands meant short distance city airport three hours departure flight canceled however disappointing made swift move amsterdam schiphol airport unfortunately offered flight heathrow meant almost 15 hours tube hotel flight back operated lcy rtm 30 mins delay terms punctuality ba reliant flights okay snack drink e190 far comfortable 22 seating legroom a319 extra expenses cancelled flight handled promptly got money extra transport food back ba good job respect hesitant book though airline flying rtm lcy,0.029166666666666657,Positive
40,40,entire booking ticketing experience stressful erroneous booked directly ba thought go airline home headquarters uk need go uk mistake months ago could cancel change flight without paying 750 cancel flight money sitting 1 year account otherwise lost minus hundred taxes really flying american airlines another partner cant check without redirected sites dont recognize dont appear aa aer lingus applications couldnt ask time change planes london despite reviews saying long hard would mean cancel plane ticket loss money ive phone agents hour 3 different calls app let without time reset passcode 30 minute wait email get error,-0.09541666666666666,Negative
41,41,british airways cancelled flight less 24 hours automatically rebooked 2 days later called customer service 3 times trying change would help daughter flying different reservation legally blind needed flight ’ care would help eventually bought new tickets easyjet arrive home entered complaint get fare refunded took 4 months response cancelled strike spain ’ refund easyjet ’ cancel whole experience awful disappointing,-0.22303030303030305,Negative
42,42,wanted write review could give huge thank one staff lisbon named jay ramphul went beyond really helped urgent situation boarded flight 20 minutes take realized left cell phone club lounge going get permission deboard get back time take jay stepped made happened literally ran far distance retrieve phone get back plane within minutes take true service dont know review ever get back management hope want express gratitude help kindness matter,0.13125,Positive
43,43,check fast friendly security breeze lounge busy early evening comfortable clean flight attendants welcoming seat nightmare reverseforward step window seat hell thought good idea meal ok curry based like curry flight india fa brilliant flyer awake overnight flight improving since last ba flight,0.36416666666666664,Positive
44,44,first time seen new club world suite seat comfortable unlike airlines ba crammed many seats business class humanly possible cabin felt cramped crew behaved though passengers grateful turning shift looked scruffy new uniforms clearly dress code policy scrapped appreciate appearance measure service quality uk alone service appalling menu lacked choice food presented fell floor scooped back onto plate bedding atrocious old scraggly blanket ’ fitting seat cover cold asked extra blanket never arrived drinks coasters obviously cutbacks drinks kept spilling decided clean crew ’ bothered ’ pick fact using bathroom hand towels act drinks coasters mop mess aircraft old although retrofitted leak galley wall lots blue roll situ mop mess premium service felt like low cost carrier “ business ”,0.028066378066378076,Positive
45,45,flew business class doha london 31st march service slow unfriendly even one male cabin crew working business class asked female cabin crew looking area smile ordered waffles breakfast looked like ’ fallen plate thrown back see photo plate waffles served hot moved plate burnt finger ’ warned ferociously hot shocked bad food presentation ’ feel comfortable saying anything cabin crew ’ approachable friendly lunch bread roll dry rock hard ’ cut ends sure food service bad flight generally ba food good well presented also wifi ’ working flight,0.0039215686274509925,Positive
46,46,starting heathrow terminal 3 check fairly easy fast track security terrible area currently refurbishment two scanning machines fast track area time one use queue long slow moving ’ heard mixed things ba club lounge fairly impressed food options fairly varied tasted really nice nice salads well pie veg drinks always ba lounges easy lay hands cater wants lounge decent size various seating options ’ busy time went sunday evening boarding well organised club passengers higher tiers boarded quickly easily amenity kit bottle water bedding waiting seat welcome drinks provided fairly quickly sitting hot towel provided take shortly followed drink nuts regularly said nuts would infinitely better served properly small packet food service board consisted main dinner service served 12 hrs take breakfast meal landing meals genuinely delicious meats tender juicy perfectly cooked drinks provided whenever asked although crew busy serving passengers proactively offer top ups breakfast offered passengers woke meant people ate wanted rather order almost quite like la carte dining crew friendly efficient nice personality coming fairly standard experience ba flight entertainment excellent good screen quality responsive touch screen excellent selection use wifi however available aircraft prices reasonable think seat generally comfortable storage compartments convenient spacious enough crew aisle side plane forgot unlock doors people work periodically request crew whilst never complain fully flat bed reverse herringbone layout make footwell bit cramped also means ’ lot comfortable lie one side rather facing away door manage hours sleep though bad overall really lovely flight absolutely holding decent business class productservice,0.27721088435374147,Positive
47,47,flown route easyjet regularly twenty years age 80 boarding nice become chaotic wearing l decided pay significant extra amount see ba better outward flight heathrow great acceptable l attempted checkin return l discovered booking time l booked l recovering serious illness assumed l must made mistake considerable panic l booked last minute flights considerable cost easyjet boarding usual shambles flying gatwick rather heathrow way get home £120 taxi rather £2 bus fare heathrow arrival home l discovered email confirmation return flight ba immediately contacted complain ask financial compensation two weeks since sent two apologies slow response nothing else far elderly friends say find travelling british airways stressful travel outside uk help environment seems remarkable airline industry uk deteriorated extent unfortunately jal singapore l used happily many years fly within europe,0.16208333333333336,Positive
48,48,last minute business trip hnd route regularly fly overall good experience new club world offering personally like find plenty room although say little tight arrived lhr plenty time used first class wing eligible due exec club status great see security lane reopen efficient due new need empty bag scanners additionally first class lounge busy usual nice experience boarding gate a10 bus probably least enjoyable part journey uncommon flight use a10 baffles large number passengers need take scenic journey past gates b gates finally c gates arriving aircraft even passing empty airbridge gates route boarding well organised real announcements started checking peoples bags preboarding announcement confused people thought general boarding started moving forward group 1 opened got front queue group 2 3 began boarding separate line many people waiting board buss enough room onboard aircraft clean like ife offering new club world unfortunately didnt find crew particularly welcoming engaging know lot passengers long flight much smiling customer service one point walk galley toilet return 3 crew members talking one particular blocking way looking proceeded continue didnt offer et past eventually inflight manager moved one side pass another occasion went request drink effectively scowled look felt like want disturbing points generally good flight time arrival hnd,0.12613888049934566,Positive
49,49,overall would say disappointing due ba status lounge access small side busy aircraft used remote gate boarding well organised group status manage make way onto first bus 3 arrival aircraft plane still prepared wait bus 10 minutes everyone becoming little irritable turns inbound flight number complex wheelchair passengers needed assistance delayed took long amount time arrive 35 minutes waiting bus finally boarded aircraft captain apologised delay mention crew seat standard euro traveller service okay crew particularly engaging tried order coffee due seatbelt sign result minor turbulence told wouldnt possible crew member reached two rows behind seatbelt sign turned didnt come back ask would still like coffee overall arrived lhr 1 hour late tug move aircraft lisbon wait gate lhr disappointing worst flight,-0.09947916666666667,Negative
50,50,lhr delhi business exceptional flight stylish quirky b gates lounge interesting modern eclectic food plus whispering angel bar food board delicious well presented friendly fun relaxed crew blend deference selfdeprecation familiarity flying ba 35 years various classes probably best great job ba,0.48560606060606054,Positive
51,51,efficient smooth flight start finish cabin crew attentive bubbly clean aircraft mcvities snacks nice touch even coffee bag unexpectedly nice everything praise nothing complain,0.47333333333333333,Positive
52,52,told take hand luggage onto plane overhead cabins already full put hold aircraft door frustrating hand luggage avoid delays heathrow bags arrive baggage belt 45 mins waiting spend another 30 mins filling forms etc told bags still madrid know time decency inform us waited arrive 12 hours later communication ba terrible unnecessary experience badly handled ba many people bags big hand luggage hence cabins full everyone boarded unfair helping informing us fact leave madrid double level incompetence,-0.1636363636363636,Negative
53,53,flight comfortable enough hour delay return leg however leg told put small expensive cabin case hold flight full done amused see passengers bringing much larger cases cabin ba stick cabin bag size limit inconvenience comply,0.0,Neutral
54,54,really good flying experience ba travelling young family 4 flights left time even arrived early nearly one flights food generous quite tasty economy class crew coming around waterdrinks throughout flights checked luggage also arrived safely undamaged vce return flight yul flights crew attentive friendly helpful us children especially gentlemen served us return flights vce yul march 5th b7878 interior really dated really needs updated compete european counterparts panels squeaking loudly hit turbulence seat covers coming seats tray tables level loose eating ife b7878 worked fine definitely wasnt responsive newer larger screen like ones b777200 thankfully b777200 interior updated one flew clogged sink one lavatories created problems passengers unfortunately nearly flights garbage left seat pockets floors werent quite clean incoming flight lhr b7878 assigned gate arrived early airport resulted significant delays airport buses get plane also slowed deplaning process would definitely consider flying transatlantic ba received value service fare paid,0.17636566332218506,Positive
55,55,waited hour checkin paphos business checkin staff utterly incompetent flight crew business class removed ruck sack flight bins without consent make way another customer luggage coerced luggage feet throughout flight utterly outrageous last thing would expect ba business class,-0.45,Negative
56,56,great experience outset poorly managed bused us parking slot us wait 15 minutes bus plane ready ba business class business class tired small generally worth ticket price tables ’ sit straight arm rests ’ secure terrible screens ’ patch first class airlines apparently ba think long way go,0.00833333333333334,Positive
57,57,boarding difficult caused vast majority passengers carrying much hand luggage fas friendly seats ba european flights extremely narrow choice breakfast surprising champagne castelau european flights better quality brand used club intercontinental flight nothing wrong flight however pleasant due unpleasant seats waiting time brussels luggage 20 minutes acceptable,0.04102564102564102,Positive
58,58,boarding started delay 20 minutes everybody could see members team arrive 5 en 3 minutes announced boarding time wait outside nearly 15 minutes hot unfortunately flying barbados london club class underwhelming experience ba performing great performance international flights anymore lucky 777 new configuration welcome aboard champagne fruit juice glasses filled level one inch far cheaper brand champagne heidsieck monopole rosé champagne available wines also poor french wine cognac also available anymore meal sub par steak replaced beef stew fa made clear dessert cheese 4 hours flight ice available minimal information flight deck breakfast suitable business class fa friendly others far pleasant experience despite high fares,0.22339262187088274,Positive
59,59,absolutely horrible customer service never fly left toronto london missed connecting flight london mumbai book different airline pay costs cancelled return flight 3 weeks later mumbai toronto without notifying us happened find tried check day stuck mumbai 3 small kids return flights first last time flying,-0.175,Negative
